"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"A6","a",0,0.203,0.2485,0.2513,24,1.496
"A6","c",0,0.1048,0.1301,0.1975,25,1.558
"A60","k",1,1,0.999,0.0113,1,0.067
"A60","v",1,1,0.999,0.0113,2,0.133
"A60","g",1,0.9969,0.9692,0.0674,3,0.2
"A60","u",1,0.9964,0.9666,0.0704,4,0.266
"A60","m",1,0.9189,0.7803,0.2125,5,0.333
"A60","w",1,0.9001,0.7509,0.2303,6,0.399
"A60","x",1,0.9001,0.7509,0.2303,7,0.466
"A60","y",1,0.9001,0.7509,0.2303,8,0.533
"A60","z",1,0.9001,0.7509,0.2303,9,0.599
"A60","j",1,0.8994,0.7499,0.2309,10,0.666
"A60","o",1,0.8968,0.746,0.2332,11,0.732
"A60","q",1,0.8944,0.7425,0.2353,12,0.799
"A60","r",1,0.8886,0.7341,0.2403,13,0.866
"A60","i",1,0.8744,0.714,0.2519,14,0.932
"A60","c",1,0.8652,0.7016,0.259,15,0.999
"A60","p",1,0.7048,0.5211,0.2984,16,1.065
"A60","t",1,0.6106,0.4339,0.2691,17,1.132
"A60","n",1,0.6079,0.4316,0.2684,18,1.198
"A60","f",1,0.6065,0.4304,0.2681,19,1.265
"A60","l",1,0.6016,0.4261,0.2669,20,1.332
"A60","h",1,0.5063,0.3468,0.2445,21,1.398
"A60","s",0,0.2127,0.1344,0.1615,22,1.465
"A60","e",0,0.102,0.0629,0.1128,23,1.531
"A60","a",0,0.0866,0.0532,0.104,24,1.598
"A60","d",0,0.0811,0.0498,0.1007,25,1.665
"A60","b",0,0.0231,0.014,0.0539,26,1.731
"A61","p",1,1,0.9956,0.0263,1,0.074
"A61","x",1,1,0.9956,0.0263,2,0.149
"A61","w",1,0.9994,0.9709,0.0692,3,0.223
"A61","r",1,0.9971,0.9371,0.1038,4,0.298
"A61","v",1,0.974,0.8216,0.1867,5,0.372
"A61","z",1,0.974,0.8216,0.1867,6,0.447
"A61","q",1,0.9712,0.8127,0.1922,7,0.521
"A61","y",1,0.9442,0.7442,0.2323,8,0.596
"A61","h",1,0.9439,0.7434,0.2328,9,0.67
"A61","t",1,0.9437,0.743,0.233,10,0.745
"A61","n",1,0.9436,0.7428,0.2331,11,0.819
"A61","m",1,0.9427,0.7408,0.2342,12,0.894
"A61","i",1,0.9133,0.6849,0.2648,13,0.968
"A61","g",1,0.7364,0.4672,0.3723,14,1.043
"A61","k",1,0.7067,0.4397,0.3219,15,1.117
"A61","e",1,0.7067,0.4396,0.3218,16,1.192
"A61","f",1,0.6223,0.3686,0.2654,17,1.266
"A61","s",0,0.3839,0.2044,0.1895,18,1.341
"A61","j",0,0.3578,0.1887,0.182,19,1.415
"A61","l",0,0.3573,0.1884,0.1819,20,1.49
"A61","d",0,0.2375,0.1202,0.1455,21,1.564
"A61","o",0,0.2026,0.1014,0.1338,22,1.639
"A61","u",0,0.1209,0.059,0.1024,23,1.713
"A61","a",0,0.0886,0.0429,0.0874,24,1.788
"A61","c",0,0.0837,0.0404,0.0849,25,1.862
"A61","b",0,0.0034,0.0016,0.0169,26,1.937
"A62","q",1,1,0.992,0.0359,1,0.066
"A62","r",1,1,0.992,0.0359,2,0.133
"A62","x",1,1,0.992,0.0359,3,0.199
"A62","y",1,1,0.992,0.0359,4,0.265
"A62","s",1,0.9803,0.8072,0.1916,5,0.332
"A62","o",1,0.9799,0.8058,0.1925,6,0.398
"A62","u",1,0.9773,0.7953,0.1986,7,0.464
"A62","v",1,0.9629,0.7487,0.2247,8,0.531
"A62","z",1,0.9629,0.7487,0.2247,9,0.597
"A62","m",1,0.9602,0.7412,0.2287,10,0.664
"A62","k",1,0.9587,0.737,0.231,11,0.73
"A62","n",1,0.9437,0.7008,0.2502,12,0.796
"A62","w",1,0.938,0.6884,0.2567,13,0.863
"A62","j",1,0.9216,0.656,0.2733,14,0.929
"A62","c",1,0.9209,0.6548,0.2739,15,0.995
"A62","e",1,0.8236,0.5169,0.3407,16,1.062
"A62","g",1,0.8066,0.4978,0.3496,17,1.128
"A62","l",1,0.7707,0.4607,0.3665,18,1.194
"A62","t",1,0.7707,0.4607,0.3665,19,1.261
"A62","p",1,0.717,0.4109,0.2959,20,1.327
"A62","i",1,0.529,0.2707,0.2047,21,1.393
"A62","f",0,0.4718,0.2348,0.1884,22,1.46
"A62","h",0,0.213,0.0955,0.1178,23,1.526
"A62","d",0,0.1738,0.0769,0.1056,24,1.592
"A62","a",0,0.0028,0.0012,0.013,25,1.659
"A62","b",0,7e-04,3e-04,0.0063,26,1.725
"A63","y",1,1,0.9991,0.0105,1,0.074
"A63","v",1,0.9995,0.9902,0.0356,2,0.148
"A63","t",1,0.9979,0.977,0.0559,3,0.222
"A63","k",1,0.9974,0.9737,0.0601,4,0.297
"A63","q",1,0.9974,0.9737,0.0601,5,0.371
"A63","z",1,0.9933,0.9526,0.0831,6,0.445
"A63","w",1,0.9758,0.8968,0.1304,7,0.519
"A63","s",1,0.8416,0.675,0.2698,8,0.593
"A63","x",1,0.8411,0.6743,0.2701,9,0.667
"A63","p",1,0.839,0.6718,0.2716,10,0.741
"A63","m",1,0.8353,0.6672,0.274,11,0.815
"A63","j",1,0.8328,0.6641,0.2758,12,0.89
"A63","o",1,0.6294,0.4542,0.2595,13,0.964
"A63","g",0,0.6083,0.4354,0.2549,14,1.038
"A63","f",1,0.5982,0.4266,0.2528,15,1.112
"A63","i",1,0.5723,0.4043,0.2473,16,1.186
"A63","c",1,0.5543,0.3892,0.2436,17,1.26
"A63","l",1,0.4669,0.3186,0.2248,18,1.334
"A63","n",1,0.4473,0.3035,0.2204,19,1.409
"A63","a",0,0.3731,0.2479,0.2026,20,1.483
"A63","b",0,0.2377,0.1526,0.1638,21,1.557
"A63","r",0,0.2335,0.1498,0.1624,22,1.631
"A63","u",0,0.0813,0.0504,0.0971,23,1.705
"A63","e",0,0.0481,0.0296,0.0749,24,1.779
"A63","h",0,0.0257,0.0158,0.0549,25,1.853
"A63","d",0,0.0026,0.0016,0.0174,26,1.927
"A64","x",1,1,0.9992,0.0092,1,0.064
"A64","y",1,1,0.9992,0.0092,2,0.129
"A64","o",1,0.9979,0.9781,0.0512,3,0.193
"A64","t",1,0.9974,0.9754,0.0546,4,0.257
"A64","v",1,0.9813,0.9156,0.11,5,0.322
"A64","z",1,0.9808,0.9144,0.111,6,0.386
"A64","q",1,0.9791,0.9097,0.1146,7,0.45
"A64","l",1,0.9787,0.9085,0.1155,8,0.515
"A64","r",1,0.9125,0.7799,0.2011,9,0.579
"A64","n",1,0.9083,0.7734,0.205,10,0.643
"A64","m",1,0.7969,0.6286,0.2862,11,0.708
"A64","w",1,0.7964,0.6281,0.2864,12,0.772
"A64","s",1,0.7947,0.6261,0.2844,13,0.836
"A64","k",1,0.703,0.5297,0.245,14,0.901
"A64","f",1,0.6906,0.5176,0.2427,15,0.965
"A64","j",1,0.6843,0.5115,0.2416,16,1.029
"A64","e",1,0.615,0.4474,0.2299,17,1.094
"A64","u",1,0.5967,0.4313,0.2269,18,1.158
"A64","g",1,0.5967,0.4313,0.2269,19,1.222
"A64","i",0,0.5779,0.4149,0.2237,20,1.287
"A64","a",0,0.5023,0.3518,0.2106,21,1.351
"A64","c",1,0.4225,0.2891,0.1952,22,1.415
"A64","p",0,0.3914,0.2655,0.1886,23,1.48
"A64","h",0,0.3034,0.2012,0.168,24,1.544
"A64","b",0,0.0897,0.0567,0.0936,25,1.608
"A64","d",0,0.088,0.0556,0.0927,26,1.673
"A65","m",1,1,0.9998,0.0038,1,0.061
"A65","v",1,0.9984,0.9922,0.0278,2,0.123
"A65","j",1,0.9732,0.9354,0.0926,3,0.184
"A65","s",1,0.9732,0.9354,0.0926,4,0.245
"A65","t",1,0.9732,0.9354,0.0926,5,0.307
"A65","n",1,0.849,0.7606,0.2163,6,0.368
"A65","x",1,0.849,0.7606,0.2163,7,0.429
"A65","y",1,0.849,0.7606,0.2163,8,0.49
"A65","w",1,0.8473,0.7586,0.2175,9,0.552
"A65","i",1,0.8473,0.7586,0.2175,10,0.613
"A65","z",1,0.84,0.7499,0.2228,11,0.674
"A65","u",1,0.8222,0.7292,0.2353,12,0.736
"A65","h",1,0.8222,0.7292,0.2353,13,0.797
"A65","k",1,0.8206,0.7273,0.2364,14,0.858
"A65","o",1,0.763,0.6634,0.2433,15,0.92
"A65","a",1,0.754,0.6538,0.243,16,0.981
"A65","g",1,0.7151,0.6132,0.2421,17,1.042
"A65","f",1,0.6859,0.5835,0.2413,18,1.104
"A65","r",0,0.5852,0.486,0.2359,19,1.165
"A65","d",0,0.5479,0.4514,0.2326,20,1.226
"A65","e",0,0.4544,0.3676,0.221,21,1.287
"A65","q",0,0.4531,0.3664,0.2208,22,1.349
"A65","l",0,0.3596,0.2862,0.204,23,1.41
"A65","p",0,0.1736,0.1343,0.1506,24,1.471
"A65","b",0,0.1412,0.1087,0.1371,25,1.533
"A65","c",0,0.0665,0.0507,0.096,26,1.594
"A66","s",1,1,0.9991,0.0108,1,0.067
"A66","x",1,1,0.9991,0.0108,2,0.134
"A66","y",1,1,0.9991,0.0108,3,0.201
"A66","l",1,0.9993,0.9874,0.0405,4,0.268
"A66","o",1,0.9956,0.9627,0.0725,5,0.336
"A66","k",1,0.9952,0.9606,0.0748,6,0.403
"A66","r",1,0.9742,0.8907,0.1345,7,0.47
"A66","m",1,0.9738,0.8896,0.1353,8,0.537
"A66","b",1,0.9559,0.8488,0.1641,9,0.604
"A66","t",1,0.7056,0.5228,0.2762,10,0.671
"A66","w",1,0.7051,0.5224,0.2761,11,0.738
"A66","u",1,0.7048,0.5221,0.276,12,0.805
"A66","v",1,0.7048,0.5221,0.276,13,0.872
"A66","q",1,0.7044,0.5217,0.2758,14,0.939
"A66","z",1,0.7044,0.5217,0.2758,15,1.007
"A66","j",1,0.7005,0.5179,0.2746,16,1.074
"A66","p",1,0.6794,0.4976,0.2686,17,1.141
"A66","g",1,0.6743,0.4928,0.2672,18,1.208
"A66","n",0,0.6199,0.4431,0.2545,19,1.275
"A66","h",1,0.4106,0.2738,0.2091,20,1.342
"A66","i",1,0.3969,0.2636,0.2058,21,1.409
"A66","c",1,0.3848,0.2547,0.2028,22,1.476
"A66","a",1,0.3804,0.2515,0.2017,23,1.543
"A66","e",0,0.3126,0.203,0.1839,24,1.61
"A66","d",0,0.0429,0.0262,0.0697,25,1.678
"A66","f",0,0.0176,0.0107,0.0447,26,1.745
"A67","y",1,1,0.9991,0.0104,1,0.064
"A67","h",1,1,0.9979,0.0161,2,0.127
"A67","w",1,0.9991,0.9864,0.0417,3,0.191
"A67","n",1,0.9919,0.9469,0.0874,4,0.254
"A67","t",1,0.9919,0.9469,0.0874,5,0.318
"A67","x",1,0.9513,0.8414,0.1679,6,0.381
"A67","o",1,0.9509,0.8405,0.1685,7,0.445
"A67","k",1,0.9504,0.8397,0.169,8,0.508
"A67","z",1,0.8983,0.7516,0.2238,9,0.572
"A67","j",1,0.8979,0.751,0.2242,10,0.636
"A67","v",1,0.8979,0.751,0.2242,11,0.699
"A67","s",1,0.8658,0.7058,0.2503,12,0.763
"A67","e",1,0.8576,0.695,0.2564,13,0.826
"A67","u",1,0.8497,0.6848,0.262,14,0.89
"A67","d",1,0.7443,0.5644,0.2848,15,0.953
"A67","r",1,0.6655,0.4869,0.26,16,1.017
"A67","p",1,0.6652,0.4865,0.2599,17,1.081
"A67","m",1,0.6168,0.4426,0.2495,18,1.144
"A67","a",1,0.5638,0.3968,0.2389,19,1.208
"A67","i",1,0.563,0.3962,0.2387,20,1.271
"A67","q",0,0.4885,0.3353,0.2235,21,1.335
"A67","l",0,0.4394,0.2971,0.2128,22,1.398
"A67","b",1,0.4099,0.2749,0.2061,23,1.462
"A67","c",0,0.2359,0.1512,0.159,24,1.525
"A67","f",0,0.1463,0.0919,0.1262,25,1.589
"A67","g",0,0.1049,0.0653,0.1073,26,1.653
"A68","s",1,1,0.998,0.0167,1,0.061
"A68","t",1,0.9996,0.9844,0.0469,2,0.122
"A68","n",1,0.9922,0.9266,0.1076,3,0.183
"A68","p",1,0.9922,0.9266,0.1076,4,0.245
"A68","x",1,0.9922,0.9266,0.1076,5,0.306
"A68","y",1,0.9922,0.9266,0.1076,6,0.367
"A68","w",1,0.9843,0.8932,0.1335,7,0.428
"A68","l",1,0.9174,0.7387,0.2311,8,0.489
"A68","z",1,0.9174,0.7387,0.2311,9,0.55
"A68","u",1,0.9174,0.7386,0.2311,10,0.612
"A68","v",1,0.9174,0.7386,0.2311,11,0.673
"A68","h",1,0.9148,0.7343,0.2336,12,0.734
"A68","i",1,0.9096,0.7256,0.2385,13,0.795
"A68","m",1,0.9017,0.713,0.2455,14,0.856
"A68","e",1,0.8855,0.6885,0.259,15,0.917
"A68","g",1,0.8112,0.5923,0.3095,16,0.979
"A68","o",1,0.7381,0.5137,0.2995,17,1.04
"A68","q",1,0.6794,0.4578,0.2679,18,1.101
"A68","r",1,0.6558,0.4367,0.2598,19,1.162
"A68","d",1,0.5946,0.3849,0.2421,20,1.223
"A68","f",1,0.5943,0.3846,0.242,21,1.284
"A68","a",1,0.5629,0.3594,0.2339,22,1.346
"A68","k",0,0.4962,0.3086,0.2175,23,1.407
"A68","j",0,0.4371,0.266,0.2031,24,1.468
"A68","c",0,0.3975,0.2386,0.1932,25,1.529
"A68","b",0,4e-04,2e-04,0.0064,26,1.59
"A69","s",1,1,1,5e-04,1,0.058
"A69","y",1,0.9999,0.9999,0.0019,2,0.116
"A69","l",1,0.8859,0.9047,0.1206,3,0.175
"A69","t",1,0.8859,0.9047,0.1206,4,0.233
"A69","n",1,0.8707,0.8908,0.1322,5,0.291
"A69","m",1,0.7978,0.8229,0.182,6,0.349
"A69","o",1,0.7275,0.7553,0.2086,7,0.408
"A69","u",1,0.7121,0.7403,0.2133,8,0.466
"A69","b",1,0.712,0.7402,0.2134,9,0.524
"A69","g",1,0.712,0.7402,0.2134,10,0.582
"A69","v",1,0.7092,0.7375,0.2142,11,0.641
"A69","w",1,0.7091,0.7373,0.2142,12,0.699
"A69","p",1,0.6759,0.7048,0.2231,13,0.757
"A69","h",1,0.6541,0.6832,0.2281,14,0.815
"A69","z",1,0.6528,0.6819,0.2284,15,0.874
"A69","j",1,0.6386,0.6678,0.2314,16,0.932
"A69","a",1,0.6224,0.6516,0.2344,17,0.99
"A69","r",0,0.6132,0.6425,0.236,18,1.048
"A69","i",0,0.6132,0.6425,0.236,19,1.106
"A69","x",1,0.5951,0.6244,0.2389,20,1.165
"A69","d",0,0.4826,0.51,0.2487,21,1.223
"A69","k",1,0.4213,0.4469,0.2482,22,1.281
"A69","q",0,0.3775,0.4015,0.2452,23,1.339
"A69","e",1,0.3648,0.3882,0.244,24,1.398
"A69","c",0,0.0896,0.0966,0.1493,25,1.456
"A69","f",0,0.0499,0.0539,0.1143,26,1.514
"A7","v",1,1,1,1e-04,1,0.068
"A7","y",1,0.9894,0.9986,0.0106,2,0.137
"A7","o",1,0.9881,0.9984,0.0116,3,0.205
"A7","p",1,0.9845,0.9977,0.0145,4,0.273
"A7","i",1,0.6437,0.777,0.2467,5,0.341
"A7","u",1,0.6403,0.7738,0.2485,6,0.41
"A7","q",0,0.5763,0.7131,0.2778,7,0.478
"A7","j",0,0.5763,0.7131,0.2778,8,0.546
"A7","s",0,0.5751,0.7119,0.2782,9,0.615
"A7","r",0,0.5742,0.711,0.2786,10,0.683
"A7","z",0,0.5657,0.7026,0.2821,11,0.751
"A7","f",0,0.5656,0.7025,0.2821,12,0.819
"A7","x",0,0.5644,0.7013,0.2826,13,0.888
"A7","g",0,0.5623,0.6992,0.2834,14,0.956
"A7","w",0,0.5566,0.6935,0.2856,15,1.024
"A7","n",0,0.5565,0.6934,0.2856,16,1.092
"A7","h",0,0.3609,0.4785,0.3297,17,1.161
"A7","t",0,0.2306,0.3169,0.3158,18,1.229
"A7","m",0,0.2245,0.309,0.314,19,1.297
"A7","l",0,0.2187,0.3016,0.3122,20,1.366
"A7","e",0,0.2166,0.2988,0.3115,21,1.434
"A7","c",0,0.2108,0.2912,0.3095,22,1.502
"A7","k",0,0.0161,0.0233,0.1058,23,1.57
"A7","d",0,0.0155,0.0225,0.104,24,1.639
"A7","b",0,0.0139,0.0202,0.0988,25,1.707
"A7","a",0,0.0012,0.0017,0.0292,26,1.775
"A70","z",1,1,0.9998,0.0048,1,0.067
"A70","v",1,0.9999,0.9987,0.0111,2,0.134
"A70","w",1,0.9998,0.9978,0.0144,3,0.201
"A70","y",1,0.9994,0.995,0.0221,4,0.267
"A70","q",1,0.9991,0.9934,0.0256,5,0.334
"A70","r",1,0.9675,0.9155,0.1091,6,0.401
"A70","t",1,0.8353,0.7276,0.2346,7,0.468
"A70","n",1,0.8346,0.7267,0.2351,8,0.535
"A70","p",1,0.8343,0.7263,0.2353,9,0.602
"A70","f",1,0.8342,0.7262,0.2353,10,0.669
"A70","i",1,0.779,0.6632,0.2486,11,0.735
"A70","x",1,0.752,0.634,0.2453,12,0.802
"A70","k",1,0.7505,0.6325,0.2452,13,0.869
"A70","m",1,0.7504,0.6324,0.2452,14,0.936
"A70","u",1,0.7203,0.6008,0.2429,15,1.003
"A70","j",0,0.6657,0.5461,0.2393,16,1.07
"A70","s",1,0.5873,0.4717,0.2326,17,1.137
"A70","a",1,0.5821,0.4669,0.2321,18,1.203
"A70","c",0,0.4448,0.3457,0.2136,19,1.27
"A70","o",0,0.418,0.3231,0.209,20,1.337
"A70","g",0,0.3855,0.2961,0.2028,21,1.404
"A70","l",0,0.2532,0.1898,0.1708,22,1.471
"A70","h",0,0.2494,0.1868,0.1697,23,1.538
"A70","b",0,0.2201,0.164,0.1606,24,1.605
"A70","d",0,6e-04,5e-04,0.0091,25,1.671
"A71","r",1,0.9996,0.9987,0.0101,1,0.063
"A71","y",1,0.9996,0.9987,0.0101,2,0.125
"A71","i",1,0.9996,0.9987,0.0101,3,0.188
"A71","n",1,0.9944,0.987,0.0346,4,0.251
"A71","z",1,0.947,0.9142,0.1079,5,0.313
"A71","t",1,0.9411,0.9063,0.1143,6,0.376
"A71","k",1,0.8573,0.8036,0.1876,7,0.438
"A71","g",1,0.8569,0.8031,0.1879,8,0.501
"A71","s",1,0.8203,0.7618,0.2143,9,0.564
"A71","o",1,0.8182,0.7595,0.2157,10,0.626
"A71","q",1,0.7563,0.6927,0.2226,11,0.689
"A71","v",1,0.7563,0.6927,0.2226,12,0.752
"A71","j",1,0.7172,0.6521,0.2262,13,0.814
"A71","w",1,0.7033,0.6378,0.2271,14,0.877
"A71","x",1,0.6135,0.5483,0.2299,15,0.939
"A71","m",1,0.6132,0.5479,0.2299,16,1.002
"A71","u",1,0.5745,0.5104,0.2293,17,1.065
"A71","d",1,0.5727,0.5088,0.2293,18,1.127
"A71","p",1,0.5629,0.4993,0.2289,19,1.19
"A71","f",1,0.559,0.4956,0.2288,20,1.253
"A71","c",1,0.5221,0.4605,0.2268,21,1.315
"A71","e",0,0.2304,0.1966,0.1756,22,1.378
"A71","l",0,0.1917,0.1629,0.1628,23,1.44
"A71","b",0,0.1913,0.1626,0.1627,24,1.503
"A71","h",0,0.1818,0.1544,0.1592,25,1.566
"A71","a",0,0.1389,0.1175,0.1415,26,1.628
"A72","y",1,1,1,5e-04,1,0.062
"A72","z",1,0.9981,0.9987,0.0086,2,0.123
"A72","r",1,0.9887,0.9917,0.0249,3,0.185
"A72","m",1,0.8658,0.8829,0.1344,4,0.246
"A72","v",1,0.8658,0.8829,0.1344,5,0.308
"A72","x",1,0.8658,0.8829,0.1344,6,0.37
"A72","s",1,0.8463,0.8647,0.1486,7,0.431
"A72","n",1,0.8149,0.8349,0.1689,8,0.493
"A72","i",1,0.8133,0.8334,0.1696,9,0.554
"A72","p",1,0.714,0.7373,0.2043,10,0.616
"A72","q",1,0.714,0.7373,0.2043,11,0.678
"A72","j",1,0.7122,0.7355,0.2048,12,0.739
"A72","w",1,0.6811,0.7049,0.2125,13,0.801
"A72","t",1,0.6616,0.6856,0.2167,14,0.863
"A72","o",0,0.5311,0.5546,0.2343,15,0.924
"A72","l",1,0.5273,0.5508,0.2345,16,0.986
"A72","d",1,0.5131,0.5363,0.2353,17,1.047
"A72","h",1,0.5043,0.5274,0.2357,18,1.109
"A72","u",0,0.3857,0.4057,0.233,19,1.171
"A72","b",0,0.348,0.3666,0.229,20,1.232
"A72","k",0,0.3463,0.3649,0.2288,21,1.294
"A72","f",0,0.3366,0.3548,0.2275,22,1.355
"A72","g",0,0.3332,0.3513,0.227,23,1.417
"A72","c",0,0.2009,0.213,0.1954,24,1.479
"A72","e",0,0.1986,0.2106,0.1946,25,1.54
"A72","a",0,0.0116,0.0124,0.053,26,1.602
"A73","v",1,1,0.9991,0.0106,1,0.068
"A73","y",1,0.9978,0.9753,0.0576,2,0.136
"A73","q",1,0.9923,0.9477,0.0872,3,0.204
"A73","x",1,0.9901,0.9394,0.0948,4,0.271
"A73","n",1,0.9846,0.9207,0.1107,5,0.339
"A73","o",1,0.9846,0.9207,0.1107,6,0.407
"A73","s",1,0.9397,0.8182,0.1837,7,0.475
"A73","k",1,0.9376,0.8143,0.1862,8,0.543
"A73","u",1,0.932,0.8045,0.1924,9,0.611
"A73","p",1,0.9319,0.8043,0.1925,10,0.678
"A73","c",1,0.9298,0.8006,0.1948,11,0.746
"A73","r",1,0.7821,0.6034,0.3065,12,0.814
"A73","m",1,0.7296,0.5479,0.2821,13,0.882
"A73","j",1,0.7218,0.54,0.279,14,0.95
"A73","f",1,0.7196,0.5379,0.2782,15,1.018
"A73","d",1,0.7106,0.5289,0.2751,16,1.085
"A73","w",1,0.6446,0.4663,0.258,17,1.153
"A73","g",0,0.4989,0.3425,0.2275,18,1.221
"A73","z",1,0.4957,0.34,0.2268,19,1.289
"A73","h",1,0.4444,0.3,0.2156,20,1.357
"A73","i",0,0.3665,0.242,0.1971,21,1.425
"A73","t",0,0.2851,0.1843,0.1751,22,1.492
"A73","l",0,0.285,0.1842,0.1751,23,1.56
"A73","b",0,0.217,0.138,0.1537,24,1.628
"A73","a",0,0.0604,0.0371,0.0822,25,1.696
"A74","r",1,1,0.9977,0.0173,1,0.064
"A74","w",1,0.9999,0.9932,0.0302,2,0.127
"A74","x",1,0.9999,0.9932,0.0302,3,0.191
"A74","p",1,0.9999,0.9915,0.0337,4,0.255
"A74","q",1,0.9812,0.8779,0.142,5,0.318
"A74","v",1,0.9812,0.8779,0.142,6,0.382
"A74","z",1,0.9811,0.8776,0.1422,7,0.446
"A74","s",1,0.9184,0.7347,0.23,8,0.51
"A74","y",1,0.9183,0.7346,0.23,9,0.573
"A74","n",1,0.9183,0.7345,0.2301,10,0.637
"A74","u",1,0.8995,0.7037,0.2471,11,0.701
"A74","t",1,0.8845,0.6811,0.2594,12,0.764
"A74","e",1,0.8844,0.6809,0.2595,13,0.828
"A74","h",1,0.8713,0.6623,0.2694,14,0.892
"A74","l",1,0.8656,0.6545,0.2735,15,0.955
"A74","c",1,0.8011,0.5747,0.3144,16,1.019
"A74","f",1,0.7711,0.5419,0.3254,17,1.083
"A74","o",1,0.6688,0.4429,0.2504,18,1.147
"A74","g",1,0.6161,0.3976,0.2355,19,1.21
"A74","k",1,0.587,0.3738,0.2281,20,1.274
"A74","j",1,0.5684,0.3591,0.2236,21,1.338
"A74","m",0,0.5126,0.3165,0.2105,22,1.401
"A74","d",0,0.3651,0.2138,0.1755,23,1.465
"A74","i",0,0.3425,0.1991,0.1698,24,1.529
"A74","b",0,0.1172,0.0639,0.0988,25,1.592
"A74","a",0,0.0188,0.01,0.0396,26,1.656
"A75","y",1,1,0.9937,0.0333,1,0.062
"A75","p",1,0.997,0.9227,0.1202,2,0.124
"A75","v",1,0.997,0.9227,0.1202,3,0.185
"A75","c",1,0.9969,0.9214,0.1214,4,0.247
"A75","q",1,0.9964,0.9163,0.1255,5,0.309
"A75","t",1,0.9875,0.8544,0.1704,6,0.371
"A75","o",1,0.9685,0.7815,0.2157,7,0.433
"A75","s",1,0.9685,0.7815,0.2157,8,0.494
"A75","x",1,0.9685,0.7815,0.2157,9,0.556
"A75","k",1,0.9684,0.7813,0.2158,10,0.618
"A75","u",1,0.9643,0.7693,0.2228,11,0.68
"A75","l",1,0.9589,0.7545,0.2312,12,0.741
"A75","f",1,0.9287,0.6871,0.2682,13,0.803
"A75","z",1,0.9193,0.6695,0.2774,14,0.865
"A75","h",1,0.9182,0.6675,0.2785,15,0.927
"A75","a",1,0.9176,0.6665,0.279,16,0.989
"A75","m",1,0.9002,0.6372,0.2942,17,1.05
"A75","d",1,0.8955,0.6298,0.2979,18,1.112
"A75","w",1,0.695,0.4069,0.4027,19,1.174
"A75","r",1,0.6381,0.3605,0.2987,20,1.236
"A75","i",1,0.6362,0.3591,0.2974,21,1.298
"A75","j",1,0.6357,0.3587,0.297,22,1.359
"A75","n",0,0.406,0.2048,0.2026,23,1.421
"A75","g",0,0.3703,0.1841,0.1913,24,1.483
"A75","e",0,0.2926,0.1412,0.1665,25,1.545
"A75","b",0,0.0718,0.0323,0.0793,26,1.607
"A76","s",1,1,0.9993,0.0087,1,0.057
"A76","t",1,1,0.9993,0.0087,2,0.114
"A76","v",1,0.9951,0.9661,0.0669,3,0.171
"A76","u",1,0.9384,0.8302,0.1742,4,0.228
"A76","g",1,0.9384,0.8302,0.1742,5,0.285
"A76","o",1,0.9368,0.8274,0.176,6,0.342
"A76","r",1,0.9362,0.8264,0.1767,7,0.399
"A76","p",1,0.9339,0.8224,0.1793,8,0.456
"A76","x",1,0.9339,0.8224,0.1793,9,0.512
"A76","z",1,0.9339,0.8224,0.1793,10,0.569
"A76","w",1,0.9337,0.822,0.1795,11,0.626
"A76","q",1,0.9319,0.819,0.1815,12,0.683
"A76","d",1,0.9049,0.7762,0.2083,13,0.74
"A76","f",1,0.9004,0.7695,0.2124,14,0.797
"A76","k",1,0.7803,0.6187,0.2974,15,0.854
"A76","m",1,0.724,0.5591,0.2677,16,0.911
"A76","n",1,0.724,0.5591,0.2677,17,0.968
"A76","e",1,0.7187,0.5538,0.2663,18,1.025
"A76","a",1,0.6901,0.5254,0.2599,19,1.082
"A76","l",0,0.6228,0.4622,0.2476,20,1.139
"A76","i",1,0.5993,0.4412,0.2435,21,1.196
"A76","c",1,0.5946,0.437,0.2427,22,1.253
"A76","h",1,0.5942,0.4367,0.2427,23,1.31
"A76","j",0,0.5564,0.4038,0.236,24,1.367
"A76","b",1,0.4748,0.3362,0.2207,25,1.423
"A76","y",0,0.408,0.2836,0.2067,26,1.48
"A77","o",1,0.9997,0.9997,0.0042,1,0.058
"A77","r",1,0.9997,0.9997,0.0042,2,0.117
"A77","k",1,0.9987,0.9987,0.0085,3,0.175
"A77","y",1,0.9367,0.9381,0.0843,4,0.233
"A77","x",1,0.9364,0.9378,0.0846,5,0.292
"A77","s",1,0.9354,0.9368,0.0855,6,0.35
"A77","p",1,0.875,0.8771,0.1343,7,0.409
"A77","u",1,0.8117,0.8142,0.1718,8,0.467
"A77","j",1,0.753,0.7558,0.1901,9,0.525
"A77","b",1,0.7374,0.7403,0.194,10,0.584
"A77","m",1,0.7187,0.7216,0.1984,11,0.642
"A77","z",1,0.6784,0.6813,0.2064,12,0.7
"A77","w",1,0.6771,0.68,0.2066,13,0.759
"A77","n",1,0.6611,0.6641,0.2092,14,0.817
"A77","v",1,0.6604,0.6633,0.2093,15,0.875
"A77","h",1,0.5668,0.5697,0.2195,16,0.934
"A77","e",1,0.5549,0.5578,0.2202,17,0.992
"A77","i",1,0.5497,0.5526,0.2205,18,1.05
"A77","l",1,0.5225,0.5253,0.2214,19,1.109
"A77","f",0,0.473,0.4757,0.2215,20,1.167
"A77","q",0,0.4628,0.4655,0.2213,21,1.226
