"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"TQ80","Species 12",1,0.5369,0.7401,0.0927,15,1.013
"TQ80","Species 13",1,0.5369,0.7401,0.0927,16,1.081
"TQ80","Species 14",1,0.5369,0.7401,0.0927,17,1.148
"TQ80","Species 15",1,0.5369,0.7401,0.0927,18,1.216
"TQ80","Species 16",1,0.5369,0.7401,0.0927,19,1.283
"TQ80","Species 17",1,0.5369,0.7401,0.0927,20,1.351
"TQ81","Species 1",1,0.2615,0.7401,0.1114,1,0.068
"TQ81","Species 18",1,0.2615,0.7401,0.1114,2,0.135
"TQ81","Species 19",1,0.2615,0.7401,0.1114,3,0.203
"TQ81","Species 2",1,0.2615,0.7401,0.1114,4,0.27
"TQ81","Species 20",1,0.2615,0.7401,0.1114,5,0.338
"TQ81","Species 3",1,0.2615,0.7401,0.1114,6,0.405
"TQ81","Species 4",1,0.2615,0.7401,0.1114,7,0.473
"TQ81","Species 5",1,0.2615,0.7401,0.1114,8,0.54
"TQ81","Species 6",1,0.2615,0.7401,0.1114,9,0.608
"TQ81","Species 7",1,0.2615,0.7401,0.1114,10,0.675
"TQ81","Species 8",1,0.2615,0.7401,0.1114,11,0.743
"TQ81","Species 10",1,0.2615,0.7401,0.1114,12,0.811
"TQ81","Species 9",1,0.2615,0.7401,0.1114,13,0.878
"TQ81","Species 11",1,0.2615,0.7401,0.1114,14,0.946
"TQ81","Species 12",1,0.2615,0.7401,0.1114,15,1.013
"TQ81","Species 13",1,0.2615,0.7401,0.1114,16,1.081
"TQ81","Species 14",1,0.2615,0.7401,0.1114,17,1.148
"TQ81","Species 15",1,0.2615,0.7401,0.1114,18,1.216
"TQ81","Species 16",1,0.2615,0.7401,0.1114,19,1.283
"TQ81","Species 17",1,0.2615,0.7401,0.1114,20,1.351
"TQ82","Species 1",1,0.4111,0.7401,0.0859,1,0.068
"TQ82","Species 18",1,0.4111,0.7401,0.0859,2,0.135
"TQ82","Species 19",1,0.4111,0.7401,0.0859,3,0.203
"TQ82","Species 2",1,0.4111,0.7401,0.0859,4,0.27
"TQ82","Species 20",1,0.4111,0.7401,0.0859,5,0.338
"TQ82","Species 3",1,0.4111,0.7401,0.0859,6,0.405
"TQ82","Species 4",1,0.4111,0.7401,0.0859,7,0.473
"TQ82","Species 5",1,0.4111,0.7401,0.0859,8,0.54
"TQ82","Species 6",1,0.4111,0.7401,0.0859,9,0.608
"TQ82","Species 7",1,0.4111,0.7401,0.0859,10,0.675
"TQ82","Species 8",1,0.4111,0.7401,0.0859,11,0.743
"TQ82","Species 10",1,0.4111,0.7401,0.0859,12,0.811
"TQ82","Species 9",1,0.4111,0.7401,0.0859,13,0.878
"TQ82","Species 11",1,0.4111,0.7401,0.0859,14,0.946
"TQ82","Species 12",1,0.4111,0.7401,0.0859,15,1.013
"TQ82","Species 13",1,0.4111,0.7401,0.0859,16,1.081
"TQ82","Species 14",1,0.4111,0.7401,0.0859,17,1.148
"TQ82","Species 15",1,0.4111,0.7401,0.0859,18,1.216
"TQ82","Species 16",1,0.4111,0.7401,0.0859,19,1.283
"TQ82","Species 17",1,0.4111,0.7401,0.0859,20,1.351
"TQ83","Species 1",1,0.3232,0.7401,0.1002,1,0.068
"TQ83","Species 18",1,0.3232,0.7401,0.1002,2,0.135
"TQ83","Species 19",1,0.3232,0.7401,0.1002,3,0.203
"TQ83","Species 2",1,0.3232,0.7401,0.1002,4,0.27
"TQ83","Species 20",1,0.3232,0.7401,0.1002,5,0.338
"TQ83","Species 3",1,0.3232,0.7401,0.1002,6,0.405
"TQ83","Species 4",1,0.3232,0.7401,0.1002,7,0.473
"TQ83","Species 5",1,0.3232,0.7401,0.1002,8,0.54
"TQ83","Species 6",1,0.3232,0.7401,0.1002,9,0.608
"TQ83","Species 7",1,0.3232,0.7401,0.1002,10,0.675
"TQ83","Species 8",1,0.3232,0.7401,0.1002,11,0.743
"TQ83","Species 10",1,0.3232,0.7401,0.1002,12,0.811
"TQ83","Species 9",1,0.3232,0.7401,0.1002,13,0.878
"TQ83","Species 11",1,0.3232,0.7401,0.1002,14,0.946
"TQ83","Species 12",1,0.3232,0.7401,0.1002,15,1.013
"TQ83","Species 13",1,0.3232,0.7401,0.1002,16,1.081
"TQ83","Species 14",1,0.3232,0.7401,0.1002,17,1.148
"TQ83","Species 15",1,0.3232,0.7401,0.1002,18,1.216
"TQ83","Species 16",1,0.3232,0.7401,0.1002,19,1.283
"TQ83","Species 17",1,0.3232,0.7401,0.1002,20,1.351
"TQ84","Species 1",1,0.5333,0.7401,0.0771,1,0.068
"TQ84","Species 18",1,0.5333,0.7401,0.0771,2,0.135
"TQ84","Species 19",1,0.5333,0.7401,0.0771,3,0.203
"TQ84","Species 2",1,0.5333,0.7401,0.0771,4,0.27
"TQ84","Species 20",1,0.5333,0.7401,0.0771,5,0.338
"TQ84","Species 3",1,0.5333,0.7401,0.0771,6,0.405
"TQ84","Species 4",1,0.5333,0.7401,0.0771,7,0.473
"TQ84","Species 5",1,0.5333,0.7401,0.0771,8,0.54
"TQ84","Species 6",1,0.5333,0.7401,0.0771,9,0.608
"TQ84","Species 7",1,0.5333,0.7401,0.0771,10,0.675
"TQ84","Species 8",1,0.5333,0.7401,0.0771,11,0.743
"TQ84","Species 10",1,0.5333,0.7401,0.0771,12,0.811
"TQ84","Species 9",1,0.5333,0.7401,0.0771,13,0.878
"TQ84","Species 11",1,0.5333,0.7401,0.0771,14,0.946
"TQ84","Species 12",1,0.5333,0.7401,0.0771,15,1.013
"TQ84","Species 13",1,0.5333,0.7401,0.0771,16,1.081
"TQ84","Species 14",1,0.5333,0.7401,0.0771,17,1.148
"TQ84","Species 15",1,0.5333,0.7401,0.0771,18,1.216
"TQ84","Species 16",1,0.5333,0.7401,0.0771,19,1.283
"TQ84","Species 17",1,0.5333,0.7401,0.0771,20,1.351
"TQ85","Species 1",1,0.6888,0.7401,0.079,1,0.068
"TQ85","Species 18",1,0.6888,0.7401,0.079,2,0.135
"TQ85","Species 19",1,0.6888,0.7401,0.079,3,0.203
"TQ85","Species 2",1,0.6888,0.7401,0.079,4,0.27
"TQ85","Species 20",1,0.6888,0.7401,0.079,5,0.338
"TQ85","Species 3",1,0.6888,0.7401,0.079,6,0.405
"TQ85","Species 4",1,0.6888,0.7401,0.079,7,0.473
"TQ85","Species 5",1,0.6888,0.7401,0.079,8,0.54
"TQ85","Species 6",1,0.6888,0.7401,0.079,9,0.608
"TQ85","Species 7",1,0.6888,0.7401,0.079,10,0.675
"TQ85","Species 8",1,0.6888,0.7401,0.079,11,0.743
"TQ85","Species 10",1,0.6888,0.7401,0.079,12,0.811
"TQ85","Species 9",1,0.6888,0.7401,0.079,13,0.878
"TQ85","Species 11",1,0.6888,0.7401,0.079,14,0.946
"TQ85","Species 12",1,0.6888,0.7401,0.079,15,1.013
"TQ85","Species 13",1,0.6888,0.7401,0.079,16,1.081
"TQ85","Species 14",1,0.6888,0.7401,0.079,17,1.148
"TQ85","Species 15",1,0.6888,0.7401,0.079,18,1.216
"TQ85","Species 16",1,0.6888,0.7401,0.079,19,1.283
"TQ85","Species 17",1,0.6888,0.7401,0.079,20,1.351
"TQ86","Species 1",1,0.6224,0.7401,0.079,1,0.068
"TQ86","Species 18",1,0.6224,0.7401,0.079,2,0.135
"TQ86","Species 19",1,0.6224,0.7401,0.079,3,0.203
"TQ86","Species 2",1,0.6224,0.7401,0.079,4,0.27
"TQ86","Species 20",1,0.6224,0.7401,0.079,5,0.338
"TQ86","Species 3",1,0.6224,0.7401,0.079,6,0.405
"TQ86","Species 4",1,0.6224,0.7401,0.079,7,0.473
"TQ86","Species 5",1,0.6224,0.7401,0.079,8,0.54
"TQ86","Species 6",1,0.6224,0.7401,0.079,9,0.608
"TQ86","Species 7",1,0.6224,0.7401,0.079,10,0.675
"TQ86","Species 8",1,0.6224,0.7401,0.079,11,0.743
"TQ86","Species 10",1,0.6224,0.7401,0.079,12,0.811
"TQ86","Species 9",1,0.6224,0.7401,0.079,13,0.878
"TQ86","Species 11",1,0.6224,0.7401,0.079,14,0.946
"TQ86","Species 12",1,0.6224,0.7401,0.079,15,1.013
"TQ86","Species 13",1,0.6224,0.7401,0.079,16,1.081
"TQ86","Species 14",1,0.6224,0.7401,0.079,17,1.148
"TQ86","Species 15",1,0.6224,0.7401,0.079,18,1.216
"TQ86","Species 16",1,0.6224,0.7401,0.079,19,1.283
"TQ86","Species 17",1,0.6224,0.7401,0.079,20,1.351
"TQ87","Species 1",1,0.6679,0.7401,0.0718,1,0.068
"TQ87","Species 18",1,0.6679,0.7401,0.0718,2,0.135
"TQ87","Species 19",1,0.6679,0.7401,0.0718,3,0.203
"TQ87","Species 2",1,0.6679,0.7401,0.0718,4,0.27
"TQ87","Species 20",1,0.6679,0.7401,0.0718,5,0.338
"TQ87","Species 3",1,0.6679,0.7401,0.0718,6,0.405
"TQ87","Species 4",1,0.6679,0.7401,0.0718,7,0.473
"TQ87","Species 5",1,0.6679,0.7401,0.0718,8,0.54
"TQ87","Species 6",1,0.6679,0.7401,0.0718,9,0.608
"TQ87","Species 7",1,0.6679,0.7401,0.0718,10,0.675
"TQ87","Species 8",1,0.6679,0.7401,0.0718,11,0.743
"TQ87","Species 10",1,0.6679,0.7401,0.0718,12,0.811
"TQ87","Species 9",1,0.6679,0.7401,0.0718,13,0.878
"TQ87","Species 11",1,0.6679,0.7401,0.0718,14,0.946
"TQ87","Species 12",1,0.6679,0.7401,0.0718,15,1.013
"TQ87","Species 13",1,0.6679,0.7401,0.0718,16,1.081
"TQ87","Species 14",1,0.6679,0.7401,0.0718,17,1.148
"TQ87","Species 15",1,0.6679,0.7401,0.0718,18,1.216
"TQ87","Species 16",1,0.6679,0.7401,0.0718,19,1.283
"TQ87","Species 17",1,0.6679,0.7401,0.0718,20,1.351
"TQ88","Species 1",1,0.5093,0.7401,0.0893,1,0.068
"TQ88","Species 18",1,0.5093,0.7401,0.0893,2,0.135
"TQ88","Species 19",1,0.5093,0.7401,0.0893,3,0.203
"TQ88","Species 2",1,0.5093,0.7401,0.0893,4,0.27
"TQ88","Species 20",1,0.5093,0.7401,0.0893,5,0.338
"TQ88","Species 3",1,0.5093,0.7401,0.0893,6,0.405
"TQ88","Species 4",1,0.5093,0.7401,0.0893,7,0.473
"TQ88","Species 5",1,0.5093,0.7401,0.0893,8,0.54
"TQ88","Species 6",1,0.5093,0.7401,0.0893,9,0.608
"TQ88","Species 7",1,0.5093,0.7401,0.0893,10,0.675
"TQ88","Species 8",1,0.5093,0.7401,0.0893,11,0.743
"TQ88","Species 10",1,0.5093,0.7401,0.0893,12,0.811
"TQ88","Species 9",1,0.5093,0.7401,0.0893,13,0.878
"TQ88","Species 11",1,0.5093,0.7401,0.0893,14,0.946
"TQ88","Species 12",1,0.5093,0.7401,0.0893,15,1.013
"TQ88","Species 13",1,0.5093,0.7401,0.0893,16,1.081
"TQ88","Species 14",1,0.5093,0.7401,0.0893,17,1.148
"TQ88","Species 15",1,0.5093,0.7401,0.0893,18,1.216
"TQ88","Species 16",1,0.5093,0.7401,0.0893,19,1.283
"TQ88","Species 17",1,0.5093,0.7401,0.0893,20,1.351
"TQ89","Species 1",1,0.4154,0.7401,0.0907,1,0.068
"TQ89","Species 18",1,0.4154,0.7401,0.0907,2,0.135
"TQ89","Species 19",1,0.4154,0.7401,0.0907,3,0.203
"TQ89","Species 2",1,0.4154,0.7401,0.0907,4,0.27
"TQ89","Species 20",1,0.4154,0.7401,0.0907,5,0.338
"TQ89","Species 3",1,0.4154,0.7401,0.0907,6,0.405
"TQ89","Species 4",1,0.4154,0.7401,0.0907,7,0.473
"TQ89","Species 5",1,0.4154,0.7401,0.0907,8,0.54
"TQ89","Species 6",1,0.4154,0.7401,0.0907,9,0.608
"TQ89","Species 7",1,0.4154,0.7401,0.0907,10,0.675
"TQ89","Species 8",1,0.4154,0.7401,0.0907,11,0.743
"TQ89","Species 10",1,0.4154,0.7401,0.0907,12,0.811
"TQ89","Species 9",1,0.4154,0.7401,0.0907,13,0.878
"TQ89","Species 11",1,0.4154,0.7401,0.0907,14,0.946
"TQ89","Species 12",1,0.4154,0.7401,0.0907,15,1.013
"TQ89","Species 13",1,0.4154,0.7401,0.0907,16,1.081
"TQ89","Species 14",1,0.4154,0.7401,0.0907,17,1.148
"TQ89","Species 15",1,0.4154,0.7401,0.0907,18,1.216
"TQ89","Species 16",1,0.4154,0.7401,0.0907,19,1.283
"TQ89","Species 17",1,0.4154,0.7401,0.0907,20,1.351
"TQ91","Species 1",1,0.4536,0.7401,0.0844,1,0.068
"TQ91","Species 18",1,0.4536,0.7401,0.0844,2,0.135
"TQ91","Species 19",1,0.4536,0.7401,0.0844,3,0.203
"TQ91","Species 2",1,0.4536,0.7401,0.0844,4,0.27
"TQ91","Species 20",1,0.4536,0.7401,0.0844,5,0.338
"TQ91","Species 3",1,0.4536,0.7401,0.0844,6,0.405
"TQ91","Species 4",1,0.4536,0.7401,0.0844,7,0.473
"TQ91","Species 5",1,0.4536,0.7401,0.0844,8,0.54
"TQ91","Species 6",1,0.4536,0.7401,0.0844,9,0.608
"TQ91","Species 7",1,0.4536,0.7401,0.0844,10,0.675
"TQ91","Species 8",1,0.4536,0.7401,0.0844,11,0.743
"TQ91","Species 10",1,0.4536,0.7401,0.0844,12,0.811
"TQ91","Species 9",1,0.4536,0.7401,0.0844,13,0.878
"TQ91","Species 11",1,0.4536,0.7401,0.0844,14,0.946
"TQ91","Species 12",1,0.4536,0.7401,0.0844,15,1.013
"TQ91","Species 13",1,0.4536,0.7401,0.0844,16,1.081
"TQ91","Species 14",1,0.4536,0.7401,0.0844,17,1.148
"TQ91","Species 15",1,0.4536,0.7401,0.0844,18,1.216
"TQ91","Species 16",1,0.4536,0.7401,0.0844,19,1.283
"TQ91","Species 17",1,0.4536,0.7401,0.0844,20,1.351
"TQ92","Species 1",1,0.8186,0.7399,0.0872,1,0.068
"TQ92","Species 18",1,0.8186,0.7399,0.0872,2,0.135
"TQ92","Species 19",1,0.8186,0.7399,0.0872,3,0.203
"TQ92","Species 2",1,0.8186,0.7399,0.0872,4,0.27
"TQ92","Species 20",1,0.8186,0.7399,0.0872,5,0.338
"TQ92","Species 3",1,0.8186,0.7399,0.0872,6,0.405
"TQ92","Species 4",1,0.8186,0.7399,0.0872,7,0.473
"TQ92","Species 5",1,0.8186,0.7399,0.0872,8,0.541
"TQ92","Species 6",1,0.8186,0.7399,0.0872,9,0.608
"TQ92","Species 7",1,0.8186,0.7399,0.0872,10,0.676
"TQ92","Species 8",1,0.8186,0.7399,0.0872,11,0.743
"TQ92","Species 10",1,0.8186,0.7399,0.0872,12,0.811
"TQ92","Species 9",1,0.8186,0.7399,0.0872,13,0.879
"TQ92","Species 11",1,0.8186,0.7399,0.0872,14,0.946
"TQ92","Species 12",1,0.8186,0.7399,0.0872,15,1.014
"TQ92","Species 13",1,0.8186,0.7399,0.0872,16,1.081
"TQ92","Species 14",1,0.8186,0.7399,0.0872,17,1.149
"TQ92","Species 15",1,0.8186,0.7399,0.0872,18,1.216
"TQ92","Species 16",1,0.8186,0.7399,0.0872,19,1.284
"TQ92","Species 17",1,0.8186,0.7399,0.0872,20,1.352
"TQ93","Species 1",1,0.7086,0.7401,0.0794,1,0.068
"TQ93","Species 18",1,0.7086,0.7401,0.0794,2,0.135
"TQ93","Species 19",1,0.7086,0.7401,0.0794,3,0.203
"TQ93","Species 2",1,0.7086,0.7401,0.0794,4,0.27
"TQ93","Species 20",1,0.7086,0.7401,0.0794,5,0.338
"TQ93","Species 3",1,0.7086,0.7401,0.0794,6,0.405
"TQ93","Species 4",1,0.7086,0.7401,0.0794,7,0.473
"TQ93","Species 5",1,0.7086,0.7401,0.0794,8,0.54
"TQ93","Species 6",1,0.7086,0.7401,0.0794,9,0.608
"TQ93","Species 7",1,0.7086,0.7401,0.0794,10,0.675
"TQ93","Species 8",1,0.7086,0.7401,0.0794,11,0.743
"TQ93","Species 10",1,0.7086,0.7401,0.0794,12,0.811
"TQ93","Species 9",1,0.7086,0.7401,0.0794,13,0.878
"TQ93","Species 11",1,0.7086,0.7401,0.0794,14,0.946
"TQ93","Species 12",1,0.7086,0.7401,0.0794,15,1.013
"TQ93","Species 13",1,0.7086,0.7401,0.0794,16,1.081
"TQ93","Species 14",1,0.7086,0.7401,0.0794,17,1.148
"TQ93","Species 15",1,0.7086,0.7401,0.0794,18,1.216
"TQ93","Species 16",1,0.7086,0.7401,0.0794,19,1.283
"TQ93","Species 17",1,0.7086,0.7401,0.0794,20,1.351
"TQ94","Species 1",1,0.7074,0.7401,0.0769,1,0.068
"TQ94","Species 18",1,0.7074,0.7401,0.0769,2,0.135
"TQ94","Species 19",1,0.7074,0.7401,0.0769,3,0.203
"TQ94","Species 2",1,0.7074,0.7401,0.0769,4,0.27
"TQ94","Species 20",1,0.7074,0.7401,0.0769,5,0.338
"TQ94","Species 3",1,0.7074,0.7401,0.0769,6,0.405
"TQ94","Species 4",1,0.7074,0.7401,0.0769,7,0.473
"TQ94","Species 5",1,0.7074,0.7401,0.0769,8,0.54
"TQ94","Species 6",1,0.7074,0.7401,0.0769,9,0.608
"TQ94","Species 7",1,0.7074,0.7401,0.0769,10,0.675
"TQ94","Species 8",1,0.7074,0.7401,0.0769,11,0.743
"TQ94","Species 10",1,0.7074,0.7401,0.0769,12,0.811
"TQ94","Species 9",1,0.7074,0.7401,0.0769,13,0.878
"TQ94","Species 11",1,0.7074,0.7401,0.0769,14,0.946
"TQ94","Species 12",1,0.7074,0.7401,0.0769,15,1.013
"TQ94","Species 13",1,0.7074,0.7401,0.0769,16,1.081
"TQ94","Species 14",1,0.7074,0.7401,0.0769,17,1.148
"TQ94","Species 15",1,0.7074,0.7401,0.0769,18,1.216
"TQ94","Species 16",1,0.7074,0.7401,0.0769,19,1.283
"TQ94","Species 17",1,0.7074,0.7401,0.0769,20,1.351
"TQ95","Species 1",1,0.6829,0.7401,0.0825,1,0.068
"TQ95","Species 18",1,0.6829,0.7401,0.0825,2,0.135
"TQ95","Species 19",1,0.6829,0.7401,0.0825,3,0.203
"TQ95","Species 2",1,0.6829,0.7401,0.0825,4,0.27
"TQ95","Species 20",1,0.6829,0.7401,0.0825,5,0.338
"TQ95","Species 3",1,0.6829,0.7401,0.0825,6,0.405
"TQ95","Species 4",1,0.6829,0.7401,0.0825,7,0.473
"TQ95","Species 5",1,0.6829,0.7401,0.0825,8,0.54
"TQ95","Species 6",1,0.6829,0.7401,0.0825,9,0.608
"TQ95","Species 7",1,0.6829,0.7401,0.0825,10,0.675
"TQ95","Species 8",1,0.6829,0.7401,0.0825,11,0.743
"TQ95","Species 10",1,0.6829,0.7401,0.0825,12,0.811
"TQ95","Species 9",1,0.6829,0.7401,0.0825,13,0.878
"TQ95","Species 11",1,0.6829,0.7401,0.0825,14,0.946
"TQ95","Species 12",1,0.6829,0.7401,0.0825,15,1.013
"TQ95","Species 13",1,0.6829,0.7401,0.0825,16,1.081
"TQ95","Species 14",1,0.6829,0.7401,0.0825,17,1.148
"TQ95","Species 15",1,0.6829,0.7401,0.0825,18,1.216
"TQ95","Species 16",1,0.6829,0.7401,0.0825,19,1.283
"TQ95","Species 17",1,0.6829,0.7401,0.0825,20,1.351
"TQ96","Species 1",1,0.6871,0.7401,0.0757,1,0.068
"TQ96","Species 18",1,0.6871,0.7401,0.0757,2,0.135
"TQ96","Species 19",1,0.6871,0.7401,0.0757,3,0.203
"TQ96","Species 2",1,0.6871,0.7401,0.0757,4,0.27
"TQ96","Species 20",1,0.6871,0.7401,0.0757,5,0.338
"TQ96","Species 3",1,0.6871,0.7401,0.0757,6,0.405
"TQ96","Species 4",1,0.6871,0.7401,0.0757,7,0.473
"TQ96","Species 5",1,0.6871,0.7401,0.0757,8,0.54
"TQ96","Species 6",1,0.6871,0.7401,0.0757,9,0.608
"TQ96","Species 7",1,0.6871,0.7401,0.0757,10,0.675
"TQ96","Species 8",1,0.6871,0.7401,0.0757,11,0.743
"TQ96","Species 10",1,0.6871,0.7401,0.0757,12,0.811
"TQ96","Species 9",1,0.6871,0.7401,0.0757,13,0.878
"TQ96","Species 11",1,0.6871,0.7401,0.0757,14,0.946
"TQ96","Species 12",1,0.6871,0.7401,0.0757,15,1.013
"TQ96","Species 13",1,0.6871,0.7401,0.0757,16,1.081
"TQ96","Species 14",1,0.6871,0.7401,0.0757,17,1.148
"TQ96","Species 15",1,0.6871,0.7401,0.0757,18,1.216
"TQ96","Species 16",1,0.6871,0.7401,0.0757,19,1.283
"TQ96","Species 17",1,0.6871,0.7401,0.0757,20,1.351
"TQ97","Species 1",1,0.6322,0.7401,0.0743,1,0.068
"TQ97","Species 18",1,0.6322,0.7401,0.0743,2,0.135
"TQ97","Species 19",1,0.6322,0.7401,0.0743,3,0.203
"TQ97","Species 2",1,0.6322,0.7401,0.0743,4,0.27
"TQ97","Species 20",1,0.6322,0.7401,0.0743,5,0.338
"TQ97","Species 3",1,0.6322,0.7401,0.0743,6,0.405
"TQ97","Species 4",1,0.6322,0.7401,0.0743,7,0.473
"TQ97","Species 5",1,0.6322,0.7401,0.0743,8,0.54
"TQ97","Species 6",1,0.6322,0.7401,0.0743,9,0.608
"TQ97","Species 7",1,0.6322,0.7401,0.0743,10,0.675
"TQ97","Species 8",1,0.6322,0.7401,0.0743,11,0.743
"TQ97","Species 10",1,0.6322,0.7401,0.0743,12,0.811
"TQ97","Species 9",1,0.6322,0.7401,0.0743,13,0.878
"TQ97","Species 11",1,0.6322,0.7401,0.0743,14,0.946
"TQ97","Species 12",1,0.6322,0.7401,0.0743,15,1.013
"TQ97","Species 13",1,0.6322,0.7401,0.0743,16,1.081
"TQ97","Species 14",1,0.6322,0.7401,0.0743,17,1.148
"TQ97","Species 15",1,0.6322,0.7401,0.0743,18,1.216
"TQ97","Species 16",1,0.6322,0.7401,0.0743,19,1.283
"TQ97","Species 17",1,0.6322,0.7401,0.0743,20,1.351
"TQ98","Species 1",1,0.643,0.7401,0.0708,1,0.068
"TQ98","Species 18",1,0.643,0.7401,0.0708,2,0.135
"TQ98","Species 19",1,0.643,0.7401,0.0708,3,0.203
"TQ98","Species 2",1,0.643,0.7401,0.0708,4,0.27
"TQ98","Species 20",1,0.643,0.7401,0.0708,5,0.338
"TQ98","Species 3",1,0.643,0.7401,0.0708,6,0.405
"TQ98","Species 4",1,0.643,0.7401,0.0708,7,0.473
"TQ98","Species 5",1,0.643,0.7401,0.0708,8,0.54
"TQ98","Species 6",1,0.643,0.7401,0.0708,9,0.608
"TQ98","Species 7",1,0.643,0.7401,0.0708,10,0.675
"TQ98","Species 8",1,0.643,0.7401,0.0708,11,0.743
"TQ98","Species 10",1,0.643,0.7401,0.0708,12,0.811
"TQ98","Species 9",1,0.643,0.7401,0.0708,13,0.878
"TQ98","Species 11",1,0.643,0.7401,0.0708,14,0.946
"TQ98","Species 12",1,0.643,0.7401,0.0708,15,1.013
"TQ98","Species 13",1,0.643,0.7401,0.0708,16,1.081
"TQ98","Species 14",1,0.643,0.7401,0.0708,17,1.148
"TQ98","Species 15",1,0.643,0.7401,0.0708,18,1.216
"TQ98","Species 16",1,0.643,0.7401,0.0708,19,1.283
"TQ98","Species 17",1,0.643,0.7401,0.0708,20,1.351
"TQ99","Species 1",1,0.1553,0.7401,0.1675,1,0.068
"TQ99","Species 18",1,0.1553,0.7401,0.1675,2,0.135
"TQ99","Species 19",1,0.1553,0.7401,0.1675,3,0.203
"TQ99","Species 2",1,0.1553,0.7401,0.1675,4,0.27
"TQ99","Species 20",1,0.1553,0.7401,0.1675,5,0.338
"TQ99","Species 3",1,0.1553,0.7401,0.1675,6,0.405
"TQ99","Species 4",1,0.1553,0.7401,0.1675,7,0.473
"TQ99","Species 5",1,0.1553,0.7401,0.1675,8,0.54
"TQ99","Species 6",1,0.1553,0.7401,0.1675,9,0.608
"TQ99","Species 7",1,0.1553,0.7401,0.1675,10,0.675
"TQ99","Species 8",1,0.1553,0.7401,0.1675,11,0.743
"TQ99","Species 10",1,0.1553,0.7401,0.1675,12,0.811
"TQ99","Species 9",1,0.1553,0.7401,0.1675,13,0.878
"TQ99","Species 11",1,0.1553,0.7401,0.1675,14,0.946
"TQ99","Species 12",1,0.1553,0.7401,0.1675,15,1.013
"TQ99","Species 13",1,0.1553,0.7401,0.1675,16,1.081
"TQ99","Species 14",1,0.1553,0.7401,0.1675,17,1.148
"TQ99","Species 15",1,0.1553,0.7401,0.1675,18,1.216
"TQ99","Species 16",1,0.1553,0.7401,0.1675,19,1.283
"TQ99","Species 17",1,0.1553,0.7401,0.1675,20,1.351
"TR01","Species 1",1,0.7897,0.7399,0.0831,1,0.068
"TR01","Species 18",1,0.7897,0.7399,0.0831,2,0.135
"TR01","Species 19",1,0.7897,0.7399,0.0831,3,0.203
"TR01","Species 2",1,0.7897,0.7399,0.0831,4,0.27
"TR01","Species 20",1,0.7897,0.7399,0.0831,5,0.338
"TR01","Species 3",1,0.7897,0.7399,0.0831,6,0.406
"TR01","Species 4",1,0.7897,0.7399,0.0831,7,0.473
"TR01","Species 5",1,0.7897,0.7399,0.0831,8,0.541
"TR01","Species 6",1,0.7897,0.7399,0.0831,9,0.608
"TR01","Species 7",1,0.7897,0.7399,0.0831,10,0.676
"TR01","Species 8",1,0.7897,0.7399,0.0831,11,0.743
"TR01","Species 10",1,0.7897,0.7399,0.0831,12,0.811
"TR01","Species 9",1,0.7897,0.7399,0.0831,13,0.879
"TR01","Species 11",1,0.7897,0.7399,0.0831,14,0.946
"TR01","Species 12",1,0.7897,0.7399,0.0831,15,1.014
"TR01","Species 13",1,0.7897,0.7399,0.0831,16,1.081
"TR01","Species 14",1,0.7897,0.7399,0.0831,17,1.149
"TR01","Species 15",1,0.7897,0.7399,0.0831,18,1.217
"TR01","Species 16",1,0.7897,0.7399,0.0831,19,1.284
"TR01","Species 17",1,0.7897,0.7399,0.0831,20,1.352
"TR02","Species 1",1,0.7819,0.7399,0.0958,1,0.068
"TR02","Species 18",1,0.7819,0.7399,0.0958,2,0.135
"TR02","Species 19",1,0.7819,0.7399,0.0958,3,0.203
"TR02","Species 2",1,0.7819,0.7399,0.0958,4,0.27
"TR02","Species 20",1,0.7819,0.7399,0.0958,5,0.338
"TR02","Species 3",1,0.7819,0.7399,0.0958,6,0.406
"TR02","Species 4",1,0.7819,0.7399,0.0958,7,0.473
"TR02","Species 5",1,0.7819,0.7399,0.0958,8,0.541
"TR02","Species 6",1,0.7819,0.7399,0.0958,9,0.608
"TR02","Species 7",1,0.7819,0.7399,0.0958,10,0.676
"TR02","Species 8",1,0.7819,0.7399,0.0958,11,0.743
"TR02","Species 10",1,0.7819,0.7399,0.0958,12,0.811
"TR02","Species 9",1,0.7819,0.7399,0.0958,13,0.879
"TR02","Species 11",1,0.7819,0.7399,0.0958,14,0.946
"TR02","Species 12",1,0.7819,0.7399,0.0958,15,1.014
"TR02","Species 13",1,0.7819,0.7399,0.0958,16,1.081
"TR02","Species 14",1,0.7819,0.7399,0.0958,17,1.149
"TR02","Species 15",1,0.7819,0.7399,0.0958,18,1.217
"TR02","Species 16",1,0.7819,0.7399,0.0958,19,1.284
"TR02","Species 17",1,0.7819,0.7399,0.0958,20,1.352
"TR03","Species 1",1,0.7407,0.7399,0.0929,1,0.068
"TR03","Species 18",1,0.7407,0.7399,0.0929,2,0.135
"TR03","Species 19",1,0.7407,0.7399,0.0929,3,0.203
"TR03","Species 2",1,0.7407,0.7399,0.0929,4,0.27
"TR03","Species 20",1,0.7407,0.7399,0.0929,5,0.338
"TR03","Species 3",1,0.7407,0.7399,0.0929,6,0.405
"TR03","Species 4",1,0.7407,0.7399,0.0929,7,0.473
